slug,name,address,vehicle_type,day,time_start,time_end,rate
15-changi-business-park,15 Changi Business Park,15 Changi Business Park Singapore 486057,Car,Mon - Sun & PH,07:00 PM,07:00 AM,15 mins grace period; Per 30 mins $0.60; Capped at $4.00
admirax,Admirax,8 Admiralty Street Singapore 757438,Car,Mon - Fri,07:00 AM,10:00 PM,$1.00 per hour
admirax,Admirax,8 Admiralty Street Singapore 757438,Car,Mon - Fri,10:00 PM,07:00 AM,No parking
admirax,Admirax,8 Admiralty Street Singapore 757438,Car,Sat,07:00 AM,03:00 PM,$1.00 per hour
admirax,Admirax,8 Admiralty Street Singapore 757438,Car,Sun & PH,12:00 AM,12:00 AM,No parking
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Mon - Fri,06:00 AM,05:00 PM,$1.00 per 30 mins
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Mon - Fri,05:00 PM,12:00 AM,$2.00 per entry
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Mon - Fri,12:00 AM,06:00 AM,$3.00 per hour; Capped at $15.00
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Sat,06:00 AM,02:00 PM,$1.00 per 30 mins
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Sat,02:00 PM,12:00 AM,$2.00 per entry
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Sat,12:00 AM,06:00 AM,$3.00 per hour; Capped at $15.00
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Sun & PH,06:00 AM,12:00 AM,$2.00 per entry
18-tai-seng,18 Tai Seng,18 Tai Seng Street Singapore 539775,Car,Sun & PH,12:00 AM,06:00 AM,$3.00 per hour; Capped at $15.00
9-tagore,9@Tagore,9 Tagore Lane Singapore 787472,Car,Mon - Sat,07:00 AM,06:00 PM,15 mins grace period; Per 30 mins $0.75
9-tagore,9@Tagore,9 Tagore Lane Singapore 787472,Car,Mon - Sat,06:00 PM,10:00 PM,15 mins grace period; $1.50 per entry
9-tagore,9@Tagore,9 Tagore Lane Singapore 787472,Car,Mon - Sat,10:00 PM,07:00 AM,15 mins grace period; $3.00 per entry
9-tagore,9@Tagore,9 Tagore Lane Singapore 787472,Car,Sun & PH,12:00 AM,12:00 AM,15 mins grace period; $3.00 per entry
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Mon - Sat,12:00 AM,07:00 AM,5 mins grace period; $2.00 per entry
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Mon - Sat,07:00 AM,10:30 PM,5 mins grace period; Per 30 mins $0.50
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Mon - Sat,10:30 PM,12:00 AM,5 mins grace period; $2.00 per entry
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Sun & PH,12:00 AM,07:00 AM,5 mins grace period; $2.00 per entry
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Sun & PH,07:00 AM,10:30 PM,Free parking
amk-autopoint,AMK Autopoint,10 Ang Mo Kio Industrial Park 2A Singapore 568047,Car,Sun & PH,10:30 PM,12:00 AM,5 mins grace period; $2.00 per entry
ang-mo-kio-community-hospital,Ang Mo Kio Community Hospital,17 Ang Mo Kio Avenue 9 Singapore 569766,Car,Mon - Sat,07:00 AM,10:00 PM,$0.86 per 30 mins
ang-mo-kio-community-hospital,Ang Mo Kio Community Hospital,17 Ang Mo Kio Avenue 9 Singapore 569766,Car,Mon - Sat,10:00 PM,07:00 AM,$3.10 per entry
ang-mo-kio-community-hospital,Ang Mo Kio Community Hospital,17 Ang Mo Kio Avenue 9 Singapore 569766,Car,Sun & PH,12:00 AM,12:00 AM,$3.10 per entry
amk-hub,AMK Hub,53 Ang Mo Kio Avenue 3 Singapore 569933,Car,Mon - Fri,12:00 AM,12:00 AM,10 mins grace period; First hour $1.70; Subsequent 30 mins $0.85
amk-hub,AMK Hub,53 Ang Mo Kio Avenue 3 Singapore 569933,Car,Sat - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; First hour $1.85; Subsequent 30 mins $0.95
amk-hub,AMK Hub,53 Ang Mo Kio Avenue 3 Singapore 569933,Motorcycle,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; $1.70 per entry
amtech-building,Amtech Building,157 Sin Ming Road Singapore 575624,Car,Mon - Sat,06:00 AM,06:00 PM,First hour $1.30; Subsequent 30 mins $0.90
amtech-building,Amtech Building,157 Sin Ming Road Singapore 575624,Car,Mon - Sat,06:00 PM,12:00 AM,$2.40 per entry
amtech-building,Amtech Building,157 Sin Ming Road Singapore 575624,Car,Mon - Sat,12:00 AM,06:00 AM,$4.00 per entry
amtech-building,Amtech Building,157 Sin Ming Road Singapore 575624,Car,Sun & PH,06:00 AM,12:00 AM,$2.00 per entry
amtech-building,Amtech Building,157 Sin Ming Road Singapore 575624,Car,Sun & PH,12:00 AM,06:00 AM,No parking
10-raeburn-park,10 Raeburn Park,"10 Raeburn Park, Singapore 088702",Car,Mon - Sat,07:00 AM,04:59 PM,First hour $2.57; Subsequent 30 mins $1.26
10-raeburn-park,10 Raeburn Park,"10 Raeburn Park, Singapore 088702",Car,Mon - Sat,05:00 PM,06:59 AM,$2.57 per entry
10-raeburn-park,10 Raeburn Park,"10 Raeburn Park, Singapore 088702",Car,Sun & PH,07:00 AM,06:59 AM,$2.57 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Mon - Fri,06:00 AM,06:59 PM,$1.00 per 30 mins
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Mon - Fri,07:00 PM,11:59 PM,$3.00 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Mon - Fri,12:00 AM,05:59 AM,$5.00 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Sat,06:00 AM,04:59 PM,$1.00 per 30 mins
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Sat,05:00 PM,11:59 PM,$3.00 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Sat,12:00 AM,05:59 AM,$5.00 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Sun & PH,06:00 AM,11:59 PM,$3.00 per entry
10-winstedt,10 Winstedt,10 Winstedt Road Singapore 227977,Car,Sun & PH,12:00 AM,05:59 AM,$5.00 per entry
888-plaza,888 Plaza,888 Woodlands Drive 5 Singapore 731888,"Car, Commercial, Motorcycle",Mon - Sun & PH,07:00 AM,12:00 PM,10 mins grace period; Per hour $1.00
888-plaza,888 Plaza,888 Woodlands Drive 5 Singapore 731888,"Car, Commercial, Motorcycle",Mon - Sun & PH,12:00 PM,02:00 PM,Free parking
888-plaza,888 Plaza,888 Woodlands Drive 5 Singapore 731888,"Car, Commercial, Motorcycle",Mon - Sun & PH,02:00 PM,05:00 PM,10 mins grace period; Per hour $1.00
888-plaza,888 Plaza,888 Woodlands Drive 5 Singapore 731888,"Car, Commercial, Motorcycle",Mon - Sun & PH,05:00 PM,12:00 AM,10 mins grace period; $1.00 per entry
888-plaza,888 Plaza,888 Woodlands Drive 5 Singapore 731888,"Car, Commercial, Motorcycle",Mon - Sun & PH,12:00 AM,07:00 AM,10 mins grace period; $2.00 per entry
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Mon - Fri,07:00 AM,05:00 PM,10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Mon - Fri,05:00 PM,08:00 PM,10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Mon - Fri,08:00 PM,07:00 AM,No parking
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Sat,07:00 AM,04:00 PM,10 mins grace period; First hour $1.40; Subsequent 30 mins $0.70
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Sat,04:00 PM,12:00 AM,No parking
ang-mo-kio-polyclinic-nhgp,Ang Mo Kio Polyclinic (NHGP),21 Ang Mo Kio Central 2 Singapore 569666,Car,Sun & PH,12:00 AM,12:00 AM,No parking
100-am-shopping-mall,100 AM Shopping Mall,100 Tras Street Singapore 079027,Car,Mon - Sat,08:00 AM,04:59 PM,$2.00 per 30 mins
100-am-shopping-mall,100 AM Shopping Mall,100 Tras Street Singapore 079027,Car,Mon - Sat,05:00 PM,07:59 AM,$3.00 per entry
100-am-shopping-mall,100 AM Shopping Mall,100 Tras Street Singapore 079027,Car,Sun & PH,08:00 AM,07:59 AM,$3.00 per entry
171-kallang-way,171 Kallang Way,"171 Kallang Way, S(349250)",Car,Mon - Sun & PH,08:00 AM,10:00 PM,$0.50 per 30 mins
171-kallang-way,171 Kallang Way,"171 Kallang Way, S(349250)",Commercial,Mon - Sun & PH,08:00 AM,10:00 PM,$0.90 per hour
171-kallang-way,171 Kallang Way,"171 Kallang Way, S(349250)",Commercial,Mon - Sun & PH,10:00 PM,08:00 AM,No parking
1557-keppel-road,1557 Keppel Road,1557 Keppel Road Singapore 089066,Car,Mon - Fri,07:00 AM,05:59 PM,First 2 hours $5.45; Subsequent 30 mins $1.26
1557-keppel-road,1557 Keppel Road,1557 Keppel Road Singapore 089066,Car,Mon - Fri,06:00 PM,07:00 AM,$2.67 per entry
1557-keppel-road,1557 Keppel Road,1557 Keppel Road Singapore 089066,Car,Sat,07:00 AM,05:59 PM,First hour $2.57; Subsequent 30 mins $1.26
1557-keppel-road,1557 Keppel Road,1557 Keppel Road Singapore 089066,Car,Sat,06:00 PM,07:00 AM,$2.67 per entry
1557-keppel-road,1557 Keppel Road,1557 Keppel Road Singapore 089066,Car,Sun & PH,07:00 AM,07:00 AM,$2.67 per entry
ark-gambas,Ark @ Gambas,"7 Gambas Crescent, Singapore 757087",Car,Mon - Sat,07:00 AM,10:30 PM,10 mins grace period; Per 30 mins $0.96
ark-gambas,Ark @ Gambas,"7 Gambas Crescent, Singapore 757087",Car,Mon - Sat,10:30 PM,07:00 AM,10 mins grace period; $3.21 per entry
ark-gambas,Ark @ Gambas,"7 Gambas Crescent, Singapore 757087",Car,Sun & PH,07:00 AM,10:30 PM,10 mins grace period; $2.14 per entry
ark-gambas,Ark @ Gambas,"7 Gambas Crescent, Singapore 757087",Car,Sun & PH,10:30 PM,07:00 AM,10 mins grace period; $3.21 per entry
183-longhaus,183 Longhaus,183 Upper Thompson Road Singapore 574429,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; First hour $1.28; Subsequent 30 mins $0.64
26-tai-seng-street,26 Tai Seng Street,26 Tai Seng Street Singapore 534057,Car,Mon - Sun & PH,07:00 AM,10:30 PM,$0.75 per 30 mins
26-tai-seng-street,26 Tai Seng Street,26 Tai Seng Street Singapore 534057,Car,Mon - Sun & PH,10:30 PM,07:00 AM,No parking
burghley-lifestyle-hub,Burghley Lifestyle Hub,45 Burghley Drive Singapore 559022,Car,Mon - Sun & PH,07:00 AM,07:00 PM,$0.02 per min
burghley-lifestyle-hub,Burghley Lifestyle Hub,45 Burghley Drive Singapore 559022,Car,Mon - Sun & PH,07:00 PM,07:00 AM,$0.02 per min; Capped at $2.14
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Car,Mon - Sun & PH,07:00 AM,10:30 PM,10 mins grace period; Per 30 mins $0.60
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Car,Mon - Sun & PH,10:30 PM,07:00 AM,10 mins grace period; Per 30 mins $0.60; Capped at $5.00
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Commercial,Mon - Sun & PH,07:00 AM,10:30 PM,10 mins grace period; Per 30 mins $1.20
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Commercial,Mon - Sun & PH,10:30 PM,07:00 AM,10 mins grace period; Per 30 mins $1.20; Capped at $10.00
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Motorcycle,Mon - Sun & PH,07:00 AM,10:30 PM,10 mins grace period; $0.65 per entry
bishan-sports-centre,Bishan Sports Centre,7 Bishan Street 14 Singapore 579784,Motorcycle,Mon - Sun & PH,10:30 PM,07:00 AM,10 mins grace period; $0.65 per entry
20-collyer-quay,20 Collyer Quay,20 Collyer Quay Singapore 049319,Car,Mon - Sat,06:00 AM,05:00 PM,$2.80 per 30 mins
20-collyer-quay,20 Collyer Quay,20 Collyer Quay Singapore 049319,Car,Mon - Sat,05:00 PM,11:00 PM,$3.20 per entry
20-collyer-quay,20 Collyer Quay,20 Collyer Quay Singapore 049319,Car,Mon - Sat,11:00 PM,06:00 AM,No parking
20-collyer-quay,20 Collyer Quay,20 Collyer Quay Singapore 049319,Car,Sun & PH,12:00 AM,12:00 AM,No parking
causeway-point,Causeway Point,1 Woodlands Square Singapore 738099,Car,Mon - Fri,12:00 AM,12:00 AM,10 mins grace period; First hour $1.40; Subsequent 30 mins $0.80
causeway-point,Causeway Point,1 Woodlands Square Singapore 738099,Car,Sat - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; First hour $1.50; Subsequent 30 mins $0.80
causeway-point,Causeway Point,1 Woodlands Square Singapore 738099,Motorcycle,Mon - Sun & PH,12:00 AM,12:00 AM,30 mins grace period; $1.50 per entry
211-henderson,211 Henderson,211 Henderson Road Singapore 159552,Car,Mon - Sat,06:00 AM,05:59 PM,$1.50 per hour
211-henderson,211 Henderson,211 Henderson Road Singapore 159552,Car,Mon - Sat,06:00 PM,05:59 AM,$3.00 per entry
211-henderson,211 Henderson,211 Henderson Road Singapore 159552,Car,Sun & PH,06:00 AM,05:59 AM,$3.00 per entry
entrepreneur-centre,Entrepreneur Centre,50 Tagore Lane Singapore 787494,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$0.70 per 30 mins
city-square-mall,City Square Mall,"180 Kitchener Road, Singapore 208539",Car,Mon - Fri,06:00 AM,06:00 PM,10 mins grace period; First hour $2.18; Subsequent 30 mins $1.09
city-square-mall,City Square Mall,"180 Kitchener Road, Singapore 208539",Car,Mon - Fri,06:00 PM,06:00 AM,10 mins grace period; $3.27 per entry
city-square-mall,City Square Mall,"180 Kitchener Road, Singapore 208539",Car,Sat - Sun & PH,06:00 AM,06:00 PM,10 mins grace period; First hour $2.18; Subsequent 30 mins $1.09
city-square-mall,City Square Mall,"180 Kitchener Road, Singapore 208539",Car,Sat - Sun & PH,06:00 PM,06:00 AM,10 mins grace period; $3.82 per entry
city-square-mall,City Square Mall,"180 Kitchener Road, Singapore 208539",Motorcycle,Mon - Sun & PH,12:00 AM,12:00 AM,20 mins grace period; $2.18 per entry
7-9-tampines-grande-hitachi-square,7 & 9 Tampines Grande (Hitachi Square),7 & 9 Tampines Grande Singapore 528736,Car,Mon - Sat,07:00 AM,06:00 PM,10 mins grace period; First hour $2.50; Subsequent 30 mins $1.25
7-9-tampines-grande-hitachi-square,7 & 9 Tampines Grande (Hitachi Square),7 & 9 Tampines Grande Singapore 528736,Car,Mon - Sat,06:00 PM,07:00 AM,10 mins grace period; $2.50 per entry
7-9-tampines-grande-hitachi-square,7 & 9 Tampines Grande (Hitachi Square),7 & 9 Tampines Grande Singapore 528736,Car,Sun & PH,12:00 AM,12:00 AM,10 mins grace period; $2.50 per entry
farrer-park-medical-centre,Farrer Park Medical Centre,1 Farrer Park Station Road Singapore 217562,Car,Mon - Sun & PH,07:00 AM,06:00 PM,15 mins grace period; First hour $2.00; Subsequent 30 mins $1.00
farrer-park-medical-centre,Farrer Park Medical Centre,1 Farrer Park Station Road Singapore 217562,Car,Mon - Sun & PH,06:00 PM,07:00 AM,15 mins grace period; $3.00 per entry
farrer-park-hospital,Farrer Park Hospital,1 Farrer Park Station Road Singapore 217562,Car,Mon - Sun & PH,07:00 AM,06:00 PM,15 mins grace period; First hour $3.00; Subsequent 30 mins $1.50
farrer-park-hospital,Farrer Park Hospital,1 Farrer Park Station Road Singapore 217562,Car,Mon - Sun & PH,06:00 PM,07:00 AM,15 mins grace period; $4.00 per entry
advantech-industrial-building,Advantech Industrial Building,17 Sims Drive,Car,Mon - Sun & PH,12:00 AM,12:00 AM,No parking
aps-industrial-building,APS Industrial Building,49 Jalan Pemimpin Singapore 577203,Car,Mon - Sun & PH,08:00 AM,05:00 PM,10 mins grace period; Per hour $1.65
aps-industrial-building,APS Industrial Building,49 Jalan Pemimpin Singapore 577203,Car,Mon - Sun & PH,05:00 PM,08:00 AM,$1.80 per entry
anglican-care-centre-simei,Anglican Care Centre (Simei),10 Simei Street 3 Singapore 529897,Car,Mon - Sun & PH,12:00 AM,12:00 AM,First hour $1.00; Subsequent 30 mins $0.75
ark-kb,Ark @ KB,68 Kaki Bukit Avenue 6 Singapore 417896,Car,Mon - Sat,07:00 AM,10:30 PM,$0.60 per 30 mins
ark-kb,Ark @ KB,68 Kaki Bukit Avenue 6 Singapore 417896,Car,Mon - Sat,10:30 PM,07:00 AM,$4.00 per entry
ark-kb,Ark @ KB,68 Kaki Bukit Avenue 6 Singapore 417896,Car,Sun & PH,12:00 AM,12:00 AM,$4.00 per entry
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Mon - Fri,07:00 AM,10:00 AM,$0.02 per min
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Mon - Fri,10:00 AM,05:00 PM,$0.03 per min
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Mon - Fri,05:00 PM,10:30 PM,$0.02 per min
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Mon - Fri,10:30 PM,07:00 AM,$0.02 per min; Capped at $5.00
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Sat - Sun & PH,07:00 AM,02:00 PM,$0.03 per min
aljunied-hougang-town-council,Aljunied-Hougang Town Council,147 Serangoon North Avenue 1 Singapore 550147,Car,Sat - Sun & PH,02:00 PM,07:00 AM,$0.02 per min
268-orchard-road,268 Orchard Road,268 Orchard Road Singapore 238856,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$3.00 per 30 mins
aspial-one,Aspial One,55 Ubi Avenue 3 Singapore 408864,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$1.80 per hour
audio-house-building,Audio House Building,23 Ubi Road 3 Singapore 408620,Car,Mon - Fri,12:00 AM,12:00 AM,15 mins grace period; First hour free; Subsequent hour $2.00
audio-house-building,Audio House Building,23 Ubi Road 3 Singapore 408620,Car,Sat - Sun & PH,12:00 AM,12:00 AM,15 mins grace period; $2.00 per entry
atrix-building,Atrix Building,82 Lorong 23 Geylang Singapore 388409,Car,Mon - Fri,07:00 AM,06:00 PM,10 mins grace period; Per hour $1.28
atrix-building,Atrix Building,82 Lorong 23 Geylang Singapore 388409,Car,Mon - Fri,06:00 PM,12:00 AM,10 mins grace period; $2.68 per entry
atrix-building,Atrix Building,82 Lorong 23 Geylang Singapore 388409,Car,Mon - Fri,12:00 AM,07:00 AM,10 mins grace period; Per hour $1.28
atrix-building,Atrix Building,82 Lorong 23 Geylang Singapore 388409,Car,Sat - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; $2.68 per entry
28-maxwell-rd,28 Maxwell Rd,28 Maxwell Road Singapore 069120,Car,Mon - Sun & PH,05:31 AM,05:29 PM,$3.00 per 30 mins
28-maxwell-rd,28 Maxwell Rd,28 Maxwell Road Singapore 069120,Car,Mon - Sun & PH,05:30 PM,05:30 AM,$4.00 per entry
30-bencoolen,30 Bencoolen,30 Bencoolen Street Singapore 189621,Car,Mon - Sun & PH,08:00 AM,06:00 PM,First hour $3.00; Subsequent 30 mins $1.50
30-bencoolen,30 Bencoolen,30 Bencoolen Street Singapore 189621,Car,Mon - Sun & PH,06:00 PM,08:00 AM,First hour $3.00; Subsequent 30 mins $1.50
336-river-valley,336 River Valley,336 River Valley Road Singapore 238366,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$2.50 per hour; Capped at $7.00
313-somerset,313@Somerset,313 Orchard Road Singapore 238895,Car,Mon - Fri,07:00 AM,07:00 AM,First hour $3.00; Subsequent 30 mins $1.28
313-somerset,313@Somerset,313 Orchard Road Singapore 238895,Car,Sat,07:00 AM,07:00 AM,First hour $3.20; Subsequent 30 mins $1.61
313-somerset,313@Somerset,313 Orchard Road Singapore 238895,Car,Sun & PH,07:00 AM,07:00 AM,First hour $3.20; Subsequent 30 mins $1.61
automobile-megamart-aml,Automobile Megamart (AML),61 Ubi Avenue 2 Singapore 408898,Car,Mon - Sun & PH,08:00 AM,06:00 PM,10 mins grace period; Per hour $1.50
automobile-megamart-aml,Automobile Megamart (AML),61 Ubi Avenue 2 Singapore 408898,Car,Mon - Sun & PH,06:00 PM,12:00 AM,10 mins grace period; $2.00 per entry
automobile-megamart-aml,Automobile Megamart (AML),61 Ubi Avenue 2 Singapore 408898,Car,Mon - Sun & PH,12:00 AM,08:00 AM,No parking
bedok-community-centre,Bedok Community Centre,850 Upper Changi Road Singapore 467352,Car,Mon - Sun & PH,07:00 AM,11:30 PM,10 mins grace period; Per hour $1.20
bedok-community-centre,Bedok Community Centre,850 Upper Changi Road Singapore 467352,Car,Mon - Sun & PH,11:30 PM,07:00 AM,10 mins grace period; $3.00 per entry
bedok-central-blk-215a-multi-storey-car-park,Bedok Central Blk 215A (Multi-Storey Car Park),215A Bedok Central Singapore 461215,Car,Mon - Sun & PH,07:00 AM,10:30 PM,$0.06 per 30 mins
bedok-central-blk-215a-multi-storey-car-park,Bedok Central Blk 215A (Multi-Storey Car Park),215A Bedok Central Singapore 461215,Car,Mon - Sun & PH,10:30 PM,07:00 AM,$0.02 per min; Capped at $5.00
50-scotts-road,50 Scotts Road,50 Scotts Road Singapore 228242,Car,Mon - Fri,07:00 AM,10:59 AM,First hour $2.50; Subsequent 30 mins $1.20
50-scotts-road,50 Scotts Road,50 Scotts Road Singapore 228242,Car,Mon - Fri,11:00 AM,01:59 PM,First hour $3.00; Subsequent 30 mins $1.50
50-scotts-road,50 Scotts Road,50 Scotts Road Singapore 228242,Car,Mon - Fri,02:00 PM,04:59 PM,First hour $2.50; Subsequent 30 mins $1.20
50-scotts-road,50 Scotts Road,50 Scotts Road Singapore 228242,Car,Mon - Fri,05:00 PM,06:59 AM,$3.50 per entry
50-scotts-road,50 Scotts Road,50 Scotts Road Singapore 228242,Car,Sat - Sun & PH,07:00 AM,06:59 AM,$3.50 per entry
51-bencoolen-street,51 Bencoolen Street,51 Bencoolen Street Singapore 189630,Car,Mon - Sun & PH,07:00 AM,06:00 PM,$1.00 per 30 mins
51-bencoolen-street,51 Bencoolen Street,51 Bencoolen Street Singapore 189630,Car,Mon - Sun & PH,06:01 PM,06:59 AM,$2.00 per hour
bedok-reservoir-park,Bedok Reservoir Park,739A Bedok Reservoir Road Singapore 471739,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$0.60 per 30 mins
bedok-mall,Bedok Mall,311 New Upper Changi Road Singapore 467360,Car,Mon - Sun & PH,12:00 AM,06:00 PM,10 mins grace period; First hour $1.55; Subsequent 15 mins $0.40
bedok-mall,Bedok Mall,311 New Upper Changi Road Singapore 467360,Car,Mon - Sun & PH,06:00 PM,12:00 AM,10 mins grace period; $2.60 per entry
bedok-mall,Bedok Mall,311 New Upper Changi Road Singapore 467360,Motorcycle,Mon - Sun & PH,12:00 AM,12:00 AM,15 mins grace period; $1.30 per entry
bedok-reservoir-park-b,Bedok Reservoir Park B,Tampines Avenue 10,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$0.60 per 30 mins
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Mon - Fri,07:00 AM,08:00 PM,$2.50 per 30 mins
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Mon - Fri,08:00 PM,11:00 PM,$3.00 per entry
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Mon - Fri,11:00 PM,07:00 AM,No parking
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Sat,07:00 AM,03:00 PM,$2.50 per 30 mins
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Sat,03:00 PM,07:00 PM,$3.00 per entry
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Sat,07:00 PM,07:00 AM,No parking
6-raffles-quay,6 Raffles Quay,6 Raffles Quay Singapore 048580,Car,Sun & PH,12:00 AM,12:00 AM,No parking
51-cuppage-road,51 Cuppage Road,51 Cuppage Road Singapore 29469,Car,Mon - Sun & PH,07:00 AM,05:00 PM,First hour $2.80; Subsequent 30 mins $1.20
51-cuppage-road,51 Cuppage Road,51 Cuppage Road Singapore 29469,Car,Mon - Sun & PH,05:00 PM,07:00 AM,First hour $2.80; Subsequent hour $1.20
8-central-link,8 Central Link,8 Jalan Kilang Barat Singapore 159351,Car,Mon - Sun & PH,12:00 AM,12:00 AM,10 mins grace period; Per hour $1.50
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Mon - Fri,07:00 AM,06:00 PM,$2.00 per 30 mins
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Mon - Fri,06:00 PM,07:00 AM,$4.00 per entry
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Mon - Fri,11:00 PM,07:00 AM,No parking
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Sat,07:00 AM,01:00 PM,$2.00 per 30 mins
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Sat,01:00 PM,11:00 PM,$4.00 per entry
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Sat,11:00 PM,07:00 AM,No parking
79-anson-road,79 Anson Road,79 Anson Road Singapore 079906,Car,Sun & PH,07:00 AM,07:00 AM,$4.00 per entry
albert-court-hotel,Albert Court Hotel,180 Albert Street Singapore 189971,Car,Mon - Sat,08:00 AM,06:00 PM,First hour $2.50; Subsequent 30 mins $1.00
albert-court-hotel,Albert Court Hotel,180 Albert Street Singapore 189971,Car,Mon - Sat,06:00 PM,08:00 AM,$3.50 per entry
albert-court-hotel,Albert Court Hotel,180 Albert Street Singapore 189971,Car,Sun,12:00 AM,12:00 AM,$3.50 per entry
abdul-gaffoor-mosque,Abdul Gaffoor Mosque,41 Dunlop Street Singapore 209369,Car,Mon - Sat,07:00 AM,05:00 PM,$1.30 per hour
abdul-gaffoor-mosque,Abdul Gaffoor Mosque,41 Dunlop Street Singapore 209369,Car,Mon - Sat,05:00 PM,12:00 AM,$1.60 per entry
abdul-gaffoor-mosque,Abdul Gaffoor Mosque,41 Dunlop Street Singapore 209369,Car,Mon - Sat,12:00 AM,07:00 AM,$1.10 per hour
abdul-gaffoor-mosque,Abdul Gaffoor Mosque,41 Dunlop Street Singapore 209369,Car,Sun & PH,07:00 AM,12:00 AM,$2.00 per entry
