slug,name,address,vehicle_type,day,time_start,time_end,rate
lot-one,Lot One,"21 Choa Chu Kang Avenue 4, S(689812)",Car,Sat - Sun & PH,03:00 AM,05:59 PM,10 mins grace period; First 2 hours $2.65; Subsequent 15 mins $0.45
lot-one,Lot One,"21 Choa Chu Kang Avenue 4, S(689812)",Car,Sat - Sun & PH,06:00 PM,11:59 PM,10 mins grace period; $2.65 per entry
lot-one,Lot One,"21 Choa Chu Kang Avenue 4, S(689812)",Car,Sat - Sun & PH,12:00 AM,02:59 AM,10 mins grace period; Per 15 mins $0.45
limbang-shopping-centre,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",Car,Mon - Fri,07:00 AM,06:00 PM,$0.60 per 30 mins
limbang-shopping-centre,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",Car,Mon - Fri,06:00 PM,10:30 PM,$0.60 per 30 mins; Capped at $1.50
limbang-shopping-centre,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",Car,Mon - Fri,10:30 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
limbang-shopping-centre,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",Car,Sat - Sun & PH,07:00 AM,10:30 PM,$0.60 per 30 mins; Capped at $1.50
limbang-shopping-centre,Limbang Shopping Centre,"533 Choa Chu Kang Street 51, S(680533)",Car,Sat - Sun & PH,10:30 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
mcdonald-s-jurong-central-park,Mcdonald's @ Jurong Central Park,"291 Boon Lay Way, S(649849)",Car,Mon - Sun & PH,06:30 AM,08:30 AM,Free parking
mcdonald-s-jurong-central-park,Mcdonald's @ Jurong Central Park,"291 Boon Lay Way, S(649849)",Car,Mon - Sun & PH,08:30 AM,06:30 AM,10 mins grace period; Per 30 mins $0.60; Capped at $5.00
ministry-of-education-building-moe,Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675)",Car,Mon - Fri,06:00 AM,04:59 PM,10 mins grace period; First 2 hours $2.00; Subsequent hour $3.00
ministry-of-education-building-moe,Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675)",Car,Mon - Fri,06:00 PM,05:59 AM,10 mins grace period; Per hour $1.20
ministry-of-education-building-moe,Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675)",Car,Sat - Sun & PH,06:00 AM,05:59 AM,10 mins grace period; Per hour $1.20
national-institute-of-education-nie,National Institute of Education (NIE),"1 Nanyang Walk, S(637616)",Car,Mon - Fri,05:00 AM,05:45 PM,$0.02 per min
national-institute-of-education-nie,National Institute of Education (NIE),"1 Nanyang Walk, S(637616)",Car,Mon - Fri,05:45 PM,05:00 AM,Free parking
national-institute-of-education-nie,National Institute of Education (NIE),"1 Nanyang Walk, S(637616)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
memories-at-old-ford-factory-moff,Memories at Old Ford Factory (MOFF),"351 Upper Bukit Timah Road, S(588192)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
ntfgh-ng-teng-fong-general-hospital,NTFGH - Ng Teng Fong General Hospital,"1 Jurong East Street 21, S(609606)",Car,Mon - Sun & PH,07:00 AM,07:00 PM,10 mins grace period; Per min $0.03
ntfgh-ng-teng-fong-general-hospital,NTFGH - Ng Teng Fong General Hospital,"1 Jurong East Street 21, S(609606)",Car,Mon - Sun & PH,07:00 PM,07:00 AM,10 mins grace period; Per min $0.03
ngee-ann-polytechnic,Ngee Ann Polytechnic,"535 Clementi Road, S(599489)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,$1.20 per hour
ngee-ann-polytechnic,Ngee Ann Polytechnic,"535 Clementi Road, S(599489)",Car,Mon - Sun & PH,05:00 PM,10:30 PM,$1.20 per hour
delfi-orchard,Delfi Orchard,402 Orchard Road Singapore 238876,Car,Mon - Sat,07:00 AM,06:00 PM,First hour $3.64; Subsequent 30 mins $2.35
delfi-orchard,Delfi Orchard,402 Orchard Road Singapore 238876,Car,Mon - Sat,06:00 PM,11:00 PM,$5.35 per entry
delfi-orchard,Delfi Orchard,402 Orchard Road Singapore 238876,Car,Sun & PH,12:00 AM,12:00 AM,$5.35 per 4 hours
national-university-hospital-nuh,National University Hospital (NUH),"5 Lower Kent Ridge Road, S(119074)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,$0.04 per min
elizabeth-hotel,Elizabeth Hotel,24 Mount Elizabeth Singapore 228518,Car,Mon - Sat,07:00 AM,06:00 PM,15 mins grace period; First hour $4.00; Subsequent 30 mins $2.00
elizabeth-hotel,Elizabeth Hotel,24 Mount Elizabeth Singapore 228518,Car,Mon - Sat,06:00 PM,07:00 AM,15 mins grace period; $5.00 per entry
elizabeth-hotel,Elizabeth Hotel,24 Mount Elizabeth Singapore 228518,Car,Sun & PH,07:00 AM,07:00 AM,15 mins grace period; $5.00 per entry
enabling-village,Enabling Village,20 Lengkok Bahru Singapore 159053,Car,Mon - Sun & PH,08:00 AM,06:00 PM,hour grace period; Per 30 mins $0.60
enabling-village,Enabling Village,20 Lengkok Bahru Singapore 159053,Car,Mon - Sun & PH,06:00 PM,08:00 AM,hour grace period; Per 30 mins $0.60
delta-house,Delta House,2 Alexandra Road Singapore 159919,Car,Mon - Fri,07:00 AM,06:00 PM,First 30 mins $1.20; Subsequent 30 mins $1.50
delta-house,Delta House,2 Alexandra Road Singapore 159919,Car,Mon - Fri,06:00 PM,07:00 AM,$2.00 per entry
delta-house,Delta House,2 Alexandra Road Singapore 159919,Car,Sat,07:00 AM,01:00 PM,First 30 mins $1.20; Subsequent 30 mins $1.50
delta-house,Delta House,2 Alexandra Road Singapore 159919,Car,Sat,01:00 PM,07:00 AM,$2.00 per entry
delta-house,Delta House,2 Alexandra Road Singapore 159919,Car,Sun & PH,07:00 AM,07:00 AM,$2.00 per entry
duo-tower,DUO Tower,3 Fraser Street,Car,Mon - Fri,08:00 AM,05:59 PM,10 mins grace period; First hour $2.40; Subsequent 15 mins $0.75
duo-tower,DUO Tower,3 Fraser Street,Car,Mon - Fri,06:00 PM,07:59 AM,10 mins grace period; $3.50 per entry
duo-tower,DUO Tower,3 Fraser Street,Car,Sat - Sun & PH,12:01 AM,11:59 PM,10 mins grace period; $3.50 per entry
esplanade-theatres-on-the-bay,Esplanade - Theatres on the Bay,1 Esplanade Drive Singapore 038981,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$2.30 per hour
eon-shenton,Eon Shenton,70 Shenton Way Singapore 079118,Car,Mon - Fri,07:00 AM,05:00 PM,$2.50 per hour
eon-shenton,Eon Shenton,70 Shenton Way Singapore 079118,Car,Mon - Fri,05:00 PM,07:00 AM,$3.00 per entry
eon-shenton,Eon Shenton,70 Shenton Way Singapore 079118,Car,Sat,07:00 AM,01:00 PM,$2.50 per hour
eon-shenton,Eon Shenton,70 Shenton Way Singapore 079118,Car,Sat,01:00 PM,07:00 AM,$3.00 per entry
eon-shenton,Eon Shenton,70 Shenton Way Singapore 079118,Car,Sun & PH,07:00 AM,07:00 AM,$3.00 per entry
environment-building,Environment Building,40 Scotts Road Singapore 228231,Car,Mon - Sun & PH,12:00 AM,12:00 AM,No parking
esplanade-mall,Esplanade Mall,8 Raffles Avenue Singapore 039802,Car,Mon - Sun & PH,12:00 AM,12:00 AM,$2.30 per hour
euro-asia-centre,Euro-Asia Centre,15 Hoe Chiang Road Singapore 089316,Car,Mon - Fri,08:00 AM,05:00 PM,First hour $2.20; Subsequent 30 mins $1.10
euro-asia-centre,Euro-Asia Centre,15 Hoe Chiang Road Singapore 089316,Car,Mon - Fri,05:00 PM,08:00 AM,$2.00 per entry
euro-asia-centre,Euro-Asia Centre,15 Hoe Chiang Road Singapore 089316,Car,Sat - Sun & PH,08:00 AM,01:00 PM,$2.00 per entry
ntu-car-park-c-d-e-f-g-i-j-p-q-r-s-hall-7,"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,$0.02 per min
ntu-car-park-c-d-e-f-g-i-j-p-q-r-s-hall-7,"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,08:00 AM,Free parking
ntu-car-park-c-d-e-f-g-i-j-p-q-r-s-hall-7,"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-canteen-2,NTU Car Park (Canteen 2),"50 Nanyang Avenue, S(639798)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-adm,NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,0 mins grace period; $0.00 per entry
ntu-car-park-adm,NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,08:00 AM,Free parking
ntu-car-park-adm,NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-a-north-academic-complex,NTU Car Park A (North Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,15 mins grace period; Per min $0.02
ntu-car-park-a-north-academic-complex,NTU Car Park A (North Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,10:00 PM,15 mins grace period; $1.20 per entry
ntu-car-park-a-north-academic-complex,NTU Car Park A (North Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,10:00 PM,08:00 AM,Free parking
ntu-car-park-a-north-academic-complex,NTU Car Park A (North Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,08:00 AM,Free parking
ntu-car-park-spms,NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,15 mins grace period; Per min $0.15
ntu-car-park-spms,NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,08:00 AM,Free parking
ntu-car-park-spms,NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-h3-h4-h6-h8-h16-gh-nec-src,"NTU Car Park (H3, H4, H6, H8, H16, GH, NEC, SRC)","50 Nanyang Avenue, S(639798)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-nanyang-heights-nanyang-meadow-nanyang-view,"NTU Car Park (Nanyang Heights, Nanyang Meadow, Nanyang View)","50 Nanyang Avenue, S(639798)",Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
nus-car-park-10a-crisps,NUS Car Park 10A - CRISPS,Kent Ridge Road,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-10a-crisps,NUS Car Park 10A - CRISPS,Kent Ridge Road,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-10a-crisps,NUS Car Park 10A - CRISPS,Kent Ridge Road,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-10a-crisps,NUS Car Park 10A - CRISPS,Kent Ridge Road,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-10a-crisps,NUS Car Park 10A - CRISPS,Kent Ridge Road,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
ntu-sbs-car-park-school-of-biological-sciences,NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,15 mins grace period; Per min $0.02
ntu-sbs-car-park-school-of-biological-sciences,NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,10:00 PM,15 mins grace period; $1.20 per entry
ntu-sbs-car-park-school-of-biological-sciences,NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,10:00 PM,08:00 AM,Free parking
ntu-sbs-car-park-school-of-biological-sciences,NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-car-park-b-south-academic-complex,NTU Car Park B (South Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,15 mins grace period; Per min $0.02
ntu-car-park-b-south-academic-complex,NTU Car Park B (South Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,10:00 PM,15 mins grace period; $1.20 per entry
ntu-car-park-b-south-academic-complex,NTU Car Park B (South Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,10:00 PM,08:00 AM,Free parking
ntu-car-park-b-south-academic-complex,NTU Car Park B (South Academic Complex),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
ntu-rtp-car-park-research-techno-plaza,NTU RTP Car Park (Research Techno Plaza),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,08:00 AM,06:00 PM,15 mins grace period; Per min $0.02
ntu-rtp-car-park-research-techno-plaza,NTU RTP Car Park (Research Techno Plaza),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,06:00 PM,10:00 PM,15 mins grace period; $1.20 per entry
ntu-rtp-car-park-research-techno-plaza,NTU RTP Car Park (Research Techno Plaza),"50 Nanyang Avenue, S(639798)",Car,Mon - Fri,10:00 PM,08:00 AM,Free parking
ntu-rtp-car-park-research-techno-plaza,NTU RTP Car Park (Research Techno Plaza),"50 Nanyang Avenue, S(639798)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,Free parking
nus-car-park-12a-institute-of-systems-science,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)",Car,Mon - Fri,08:30 AM,07:30 PM,15 mins grace period; Per min $0.02
nus-car-park-12a-institute-of-systems-science,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)",Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-12a-institute-of-systems-science,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)",Car,Sat,08:30 AM,05:00 PM,15 mins grace period; Per min $0.02
nus-car-park-12a-institute-of-systems-science,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)",Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-12a-institute-of-systems-science,NUS Car Park 12A - Institute of Systems Science,"22 Heng Mui Keng Terrace, S(119615)",Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-10b-prince-george-s-park-residences,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-10b-prince-george-s-park-residences,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-10b-prince-george-s-park-residences,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-10b-prince-george-s-park-residences,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-10b-prince-george-s-park-residences,NUS Car Park 10B - Prince George's Park Residences,Prince George's Park,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-12b-icube,NUS Car Park 12B - ICube,21 Heng Mui Keng Terrace,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-12b-icube,NUS Car Park 12B - ICube,21 Heng Mui Keng Terrace,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-12b-icube,NUS Car Park 12B - ICube,21 Heng Mui Keng Terrace,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-12b-icube,NUS Car Park 12B - ICube,21 Heng Mui Keng Terrace,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-12b-icube,NUS Car Park 12B - ICube,21 Heng Mui Keng Terrace,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-11-in-front-of-imre,NUS Car Park 11 - In front of IMRE,Research Link,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-11-in-front-of-imre,NUS Car Park 11 - In front of IMRE,Research Link,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-11-in-front-of-imre,NUS Car Park 11 - In front of IMRE,Research Link,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-11-in-front-of-imre,NUS Car Park 11 - In front of IMRE,Research Link,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-11-in-front-of-imre,NUS Car Park 11 - In front of IMRE,Research Link,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-2,NUS Car Park 2,Engineering Drive 1,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-2,NUS Car Park 2,Engineering Drive 1,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-2,NUS Car Park 2,Engineering Drive 1,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-2,NUS Car Park 2,Engineering Drive 1,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-2,NUS Car Park 2,Engineering Drive 1,Car,Sun & PH,08:00 AM,08:29 AM,Free parking
nus-car-park-16-lecture-theatre-11,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-16-lecture-theatre-11,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-16-lecture-theatre-11,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-16-lecture-theatre-11,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-16-lecture-theatre-11,NUS Car Park 16 - Lecture Theatre 11,Kent Ridge Drive,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-2a-in-front-of-block-e3a,NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-2a-in-front-of-block-e3a,NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,Car,Mon - Fri,07:31 PM,08:29 AM,0 mins grace period; $0.02 per entry
nus-car-park-2a-in-front-of-block-e3a,NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,Car,Sat,08:30 AM,05:00 PM,Free parking
nus-car-park-2a-in-front-of-block-e3a,NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-2a-in-front-of-block-e3a,NUS Car Park 2A - In front of Block E3A,Engineering Drive 1,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-15-in-front-of-temask-and-eusoff-halls,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-15-in-front-of-temask-and-eusoff-halls,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-15-in-front-of-temask-and-eusoff-halls,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-15-in-front-of-temask-and-eusoff-halls,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-15-in-front-of-temask-and-eusoff-halls,NUS Car Park 15 - In front of Temask and Eusoff Halls,Kent Ridge Drive,Car,Sun & PH,08:30 AM,08:29 AM,Free parking
nus-car-park-2b,NUS Car Park 2B,Engineering Drive 1,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-2b,NUS Car Park 2B,Engineering Drive 1,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-2b,NUS Car Park 2B,Engineering Drive 1,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-2b,NUS Car Park 2B,Engineering Drive 1,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-2b,NUS Car Park 2B,Engineering Drive 1,Car,Sun & PH,08:00 AM,08:29 AM,Free parking
nus-car-park-3-yong-siew-toh-conservatory-of-music,NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-3-yong-siew-toh-conservatory-of-music,NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-3-yong-siew-toh-conservatory-of-music,NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-3-yong-siew-toh-conservatory-of-music,NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,Car,Sat,05:01 PM,08:29 AM,Free parking
nus-car-park-3-yong-siew-toh-conservatory-of-music,NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,Car,Sun & PH,08:00 AM,08:29 AM,Free parking
nus-car-park-4-raffles-hall-cfa-studios,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,Car,Mon - Fri,08:30 AM,07:30 PM,10 mins grace period; Per min $0.02
nus-car-park-4-raffles-hall-cfa-studios,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,Car,Mon - Fri,07:31 PM,08:29 AM,Free parking
nus-car-park-4-raffles-hall-cfa-studios,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,Car,Sat,08:30 AM,05:00 PM,10 mins grace period; Per min $0.02
nus-car-park-4-raffles-hall-cfa-studios,NUS Car Park 4 - Raffles Hall / CFA Studios,Kent Ridge Crescent,Car,Sat,05:01 PM,08:29 AM,Free parking
